date,time_5min,小客車_車速,小貨車_車速,大客車_車速,大貨車_車速,聯結車_車速
2025-07-05,19:55:00,97.0,91.0,90.0,94.0,87.0
2025-07-05,20:00:00,100.0,97.0,93.0,92.0,83.0
2025-07-05,20:05:00,100.0,100.0,89.0,93.0,76.0
2025-07-05,20:10:00,99.0,99.0,92.0,93.0,87.0
2025-07-05,20:15:00,95.0,91.0,90.0,92.0,85.0
2025-07-05,20:20:00,94.0,95.0,86.0,89.0,89.0
2025-07-05,20:25:00,94.0,90.0,85.0,83.0,88.0
2025-07-05,20:30:00,99.0,98.0,96.0,89.0,106.0
2025-07-05,20:35:00,99.0,94.0,92.0,95.0,86.0
2025-07-05,20:40:00,97.0,97.0,82.0,86.0,87.0
2025-07-05,20:45:00,95.0,97.0,97.0,100.0,97.0
2025-07-05,20:50:00,97.0,97.0,88.0,82.0,83.0
2025-07-05,20:55:00,99.0,97.0,98.0,87.0,87.0
2025-07-05,21:00:00,100.0,100.0,84.0,95.0,76.0
2025-07-05,21:05:00,94.0,89.0,91.0,69.0,87.0
2025-07-05,21:10:00,97.0,95.0,95.0,97.0,84.0
2025-07-05,21:15:00,94.0,92.0,94.0,89.0,88.0
2025-07-05,21:20:00,97.0,93.0,78.0,89.0,81.0
2025-07-05,21:25:00,93.0,92.0,88.0,82.0,83.0
2025-07-05,21:30:00,95.0,93.0,95.0,97.0,88.0
2025-07-05,21:35:00,98.0,94.0,89.0,0.0,80.0
2025-07-05,21:40:00,94.0,95.0,91.0,88.0,84.0
2025-07-05,21:45:00,95.0,93.0,89.0,93.0,78.0
2025-07-05,21:50:00,97.0,95.0,99.0,78.0,82.0
2025-07-05,21:55:00,98.0,96.0,91.0,88.0,89.0
2025-07-05,22:00:00,99.0,98.0,98.0,93.0,81.0
2025-07-05,22:05:00,99.0,98.0,93.0,89.0,87.0
2025-07-05,22:10:00,99.0,97.0,92.0,99.0,91.0
2025-07-05,22:15:00,99.0,100.0,92.0,93.0,92.0
2025-07-05,22:20:00,102.0,99.0,92.0,95.0,81.0
2025-07-05,22:25:00,102.0,98.0,95.0,93.0,94.0
2025-07-05,22:30:00,100.0,92.0,88.0,103.0,83.0
2025-07-05,22:35:00,102.0,99.0,99.0,88.0,87.0
2025-07-05,22:40:00,102.0,100.0,92.0,95.0,88.0
2025-07-05,22:45:00,102.0,103.0,93.0,93.0,78.0
2025-07-05,22:50:00,102.0,94.0,89.0,99.0,92.0
2025-07-05,22:55:00,106.0,102.0,90.0,93.0,93.0
2025-07-05,23:00:00,102.0,107.0,99.0,89.0,85.0
2025-07-05,23:05:00,103.0,107.0,102.0,100.0,90.0
2025-07-05,23:10:00,103.0,98.0,82.0,90.0,92.0
2025-07-05,23:15:00,103.0,101.0,98.0,99.0,97.0
2025-07-05,23:20:00,106.0,103.0,92.0,87.0,88.0
2025-07-05,23:25:00,103.0,102.0,100.0,95.0,93.0
2025-07-05,23:30:00,103.0,100.0,92.0,89.0,94.0
2025-07-05,23:35:00,104.0,100.0,102.0,99.0,89.0
2025-07-05,23:40:00,104.0,102.0,99.0,92.0,88.0
2025-07-05,23:45:00,102.0,102.0,98.0,99.0,93.0
2025-07-05,23:50:00,104.0,105.0,99.0,98.0,94.0
2025-07-05,23:55:00,104.0,100.0,98.0,94.0,93.0
