date,time_5min,小客車_車速,小貨車_車速,大客車_車速,大貨車_車速,聯結車_車速
2025-07-06,06:00:00,104.0,103.0,99.0,101.0,90.0
2025-07-06,06:05:00,105.0,104.0,98.0,97.0,90.0
2025-07-06,06:10:00,107.0,104.0,95.0,92.0,82.0
2025-07-06,06:15:00,104.0,107.0,97.0,100.0,92.0
2025-07-06,06:20:00,107.0,98.0,100.0,0.0,92.0
2025-07-06,06:25:00,106.0,106.0,100.0,98.0,86.0
2025-07-06,06:30:00,104.0,97.0,100.0,90.0,90.0
2025-07-06,06:35:00,104.0,103.0,96.0,102.0,78.0
2025-07-06,06:40:00,104.0,104.0,99.0,97.0,90.0
2025-07-06,06:45:00,104.0,100.0,96.0,93.0,90.0
2025-07-06,06:50:00,106.0,102.0,95.0,84.0,97.0
2025-07-06,06:55:00,104.0,103.0,97.0,83.0,92.0
2025-07-06,07:00:00,103.0,100.0,97.0,94.0,86.0
2025-07-06,07:05:00,105.0,100.0,99.0,81.0,98.0
2025-07-06,07:10:00,104.0,107.0,90.0,93.0,92.0
2025-07-06,07:15:00,104.0,99.0,97.0,83.0,91.0
2025-07-06,07:20:00,103.0,103.0,90.0,92.0,94.0
2025-07-06,07:25:00,103.0,103.0,97.0,91.0,90.0
2025-07-06,07:30:00,103.0,103.0,92.0,89.0,90.0
2025-07-06,07:35:00,103.0,97.0,95.0,89.0,89.0
2025-07-06,07:40:00,106.0,102.0,98.0,93.0,87.0
2025-07-06,07:45:00,102.0,101.0,95.0,85.0,86.0
2025-07-06,07:50:00,104.0,99.0,96.0,95.0,78.0
2025-07-06,07:55:00,103.0,99.0,91.0,90.0,0.0
2025-07-06,08:00:00,106.0,102.0,90.0,98.0,88.0
2025-07-06,08:05:00,103.0,101.0,94.0,98.0,94.0
2025-07-06,08:10:00,103.0,99.0,99.0,97.0,89.0
2025-07-06,08:15:00,103.0,102.0,97.0,98.0,89.0
2025-07-06,08:20:00,103.0,100.0,94.0,98.0,0.0
2025-07-06,08:25:00,104.0,101.0,98.0,98.0,93.0
2025-07-06,08:30:00,103.0,103.0,97.0,92.0,94.0
2025-07-06,08:35:00,103.0,103.0,99.0,90.0,89.0
2025-07-06,08:40:00,102.0,100.0,97.0,80.0,92.0
2025-07-06,08:45:00,104.0,99.0,101.0,0.0,89.0
2025-07-06,08:50:00,103.0,102.0,97.0,88.0,97.0
2025-07-06,08:55:00,100.0,100.0,101.0,96.0,91.0
2025-07-06,09:00:00,104.0,99.0,98.0,97.0,95.0
2025-07-06,09:05:00,102.0,103.0,98.0,89.0,92.0
2025-07-06,09:10:00,103.0,103.0,98.0,0.0,90.0
2025-07-06,09:15:00,100.0,102.0,96.0,82.0,83.0
2025-07-06,09:20:00,100.0,98.0,95.0,93.0,94.0
2025-07-06,09:25:00,99.0,97.0,91.0,94.0,90.0
2025-07-06,09:30:00,100.0,100.0,96.0,92.0,84.0
2025-07-06,09:35:00,103.0,103.0,91.0,83.0,89.0
2025-07-06,09:40:00,100.0,98.0,88.0,92.0,98.0
2025-07-06,09:45:00,102.0,100.0,100.0,0.0,98.0
2025-07-06,09:50:00,100.0,99.0,97.0,91.0,83.0
2025-07-06,09:55:00,102.0,99.0,94.0,94.0,86.0
2025-07-06,10:00:00,99.0,97.0,93.0,92.0,92.0
2025-07-06,10:05:00,102.0,102.0,92.0,94.0,86.0
2025-07-06,10:10:00,99.0,99.0,98.0,97.0,86.0
2025-07-06,10:15:00,99.0,99.0,90.0,93.0,91.0
2025-07-06,10:20:00,99.0,100.0,93.0,92.0,86.0
2025-07-06,10:25:00,100.0,99.0,97.0,92.0,94.0
2025-07-06,10:30:00,100.0,98.0,102.0,88.0,97.0
2025-07-06,10:35:00,102.0,103.0,93.0,97.0,94.0
2025-07-06,10:40:00,100.0,98.0,96.0,93.0,92.0
2025-07-06,10:45:00,100.0,100.0,91.0,91.0,90.0
2025-07-06,10:50:00,102.0,100.0,92.0,98.0,0.0
2025-07-06,10:55:00,99.0,99.0,93.0,90.0,0.0
2025-07-06,11:00:00,100.0,95.0,93.0,89.0,88.0
2025-07-06,11:05:00,102.0,101.0,104.0,100.0,87.0
2025-07-06,11:10:00,102.0,98.0,97.0,86.0,84.0
2025-07-06,11:15:00,100.0,100.0,94.0,95.0,80.0
2025-07-06,11:20:00,102.0,100.0,97.0,97.0,83.0
2025-07-06,11:25:00,102.0,102.0,92.0,95.0,86.0
2025-07-06,11:30:00,103.0,98.0,95.0,93.0,87.0
2025-07-06,11:35:00,100.0,98.0,93.0,93.0,90.0
2025-07-06,11:40:00,104.0,100.0,94.0,97.0,85.0
2025-07-06,11:45:00,106.0,103.0,96.0,97.0,87.0
2025-07-06,11:50:00,104.0,106.0,98.0,91.0,98.0
2025-07-06,11:55:00,103.0,102.0,95.0,97.0,84.0
2025-07-06,12:00:00,100.0,99.0,93.0,98.0,83.0
2025-07-06,12:05:00,103.0,102.0,93.0,97.0,89.0
2025-07-06,12:10:00,102.0,100.0,96.0,100.0,82.0
2025-07-06,12:15:00,103.0,102.0,97.0,94.0,92.0
2025-07-06,12:20:00,103.0,100.0,100.0,94.0,89.0
2025-07-06,12:25:00,103.0,103.0,94.0,80.0,91.0
2025-07-06,12:30:00,103.0,99.0,93.0,82.0,87.0
2025-07-06,12:35:00,104.0,102.0,92.0,98.0,0.0
2025-07-06,12:40:00,104.0,100.0,93.0,99.0,88.0
2025-07-06,12:45:00,104.0,98.0,97.0,95.0,74.0
2025-07-06,12:50:00,104.0,100.0,100.0,97.0,79.0
2025-07-06,12:55:00,103.0,100.0,93.0,92.0,87.0
2025-07-06,13:00:00,103.0,102.0,98.0,102.0,88.0
2025-07-06,13:05:00,102.0,102.0,98.0,90.0,0.0
2025-07-06,13:10:00,100.0,102.0,102.0,97.0,91.0
2025-07-06,13:15:00,103.0,104.0,99.0,95.0,92.0
2025-07-06,13:20:00,103.0,103.0,98.0,93.0,93.0
2025-07-06,13:25:00,99.0,100.0,95.0,103.0,92.0
2025-07-06,13:30:00,100.0,98.0,92.0,89.0,80.0
2025-07-06,13:35:00,103.0,100.0,91.0,89.0,92.0
2025-07-06,13:40:00,103.0,99.0,97.0,103.0,0.0
2025-07-06,13:45:00,104.0,99.0,103.0,94.0,82.0
2025-07-06,13:50:00,103.0,102.0,98.0,97.0,83.0
2025-07-06,13:55:00,103.0,101.0,94.0,98.0,94.0
2025-07-06,14:00:00,97.0,95.0,88.0,0.0,88.0
2025-07-06,14:05:00,100.0,102.0,95.0,107.0,87.0
2025-07-06,14:10:00,98.0,98.0,92.0,85.0,89.0
2025-07-06,14:15:00,99.0,98.0,97.0,90.0,95.0
2025-07-06,14:20:00,99.0,98.0,93.0,80.0,86.0
2025-07-06,14:25:00,99.0,99.0,94.0,80.0,95.0
2025-07-06,14:30:00,99.0,96.0,97.0,91.0,85.0
2025-07-06,14:35:00,100.0,99.0,98.0,94.0,91.0
2025-07-06,14:40:00,97.0,97.0,92.0,84.0,83.0
2025-07-06,14:45:00,100.0,100.0,82.0,102.0,85.0
2025-07-06,14:50:00,102.0,100.0,97.0,88.0,94.0
2025-07-06,14:55:00,98.0,98.0,97.0,92.0,88.0
2025-07-06,15:00:00,100.0,100.0,91.0,95.0,93.0
2025-07-06,15:05:00,100.0,98.0,97.0,82.0,86.0
2025-07-06,15:10:00,97.0,93.0,94.0,93.0,88.0
2025-07-06,15:15:00,97.0,93.0,93.0,97.0,88.0
2025-07-06,15:20:00,95.0,94.0,93.0,86.0,95.0
2025-07-06,15:25:00,95.0,95.0,88.0,91.0,85.0
2025-07-06,15:30:00,92.0,93.0,79.0,0.0,84.0
2025-07-06,15:35:00,93.0,92.0,83.0,86.0,89.0
2025-07-06,15:40:00,98.0,95.0,94.0,95.0,102.0
2025-07-06,15:45:00,95.0,94.0,91.0,79.0,73.0
2025-07-06,15:50:00,93.0,94.0,80.0,82.0,84.0
2025-07-06,15:55:00,93.0,94.0,89.0,89.0,88.0
2025-07-06,16:00:00,94.0,94.0,96.0,82.0,85.0
2025-07-06,16:05:00,94.0,95.0,89.0,90.0,83.0
2025-07-06,16:10:00,94.0,94.0,86.0,0.0,80.0
2025-07-06,16:15:00,89.0,91.0,89.0,88.0,80.0
2025-07-06,16:20:00,92.0,92.0,89.0,86.0,82.0
2025-07-06,16:25:00,91.0,90.0,87.0,94.0,79.0
2025-07-06,16:30:00,91.0,93.0,86.0,82.0,85.0
2025-07-06,16:35:00,94.0,94.0,88.0,88.0,82.0
2025-07-06,16:40:00,93.0,92.0,92.0,87.0,0.0
2025-07-06,16:45:00,95.0,97.0,94.0,90.0,88.0
2025-07-06,16:50:00,95.0,93.0,91.0,89.0,97.0
2025-07-06,16:55:00,99.0,100.0,98.0,93.0,88.0
2025-07-06,17:00:00,97.0,92.0,95.0,82.0,91.0
2025-07-06,17:05:00,97.0,95.0,92.0,87.0,87.0
2025-07-06,17:10:00,102.0,100.0,97.0,88.0,76.0
2025-07-06,17:15:00,100.0,99.0,100.0,97.0,84.0
2025-07-06,17:20:00,98.0,100.0,91.0,88.0,95.0
2025-07-06,17:25:00,102.0,100.0,89.0,94.0,92.0
2025-07-06,17:30:00,99.0,97.0,92.0,80.0,0.0
2025-07-06,17:35:00,100.0,97.0,91.0,78.0,87.0
2025-07-06,17:40:00,102.0,102.0,99.0,92.0,0.0
2025-07-06,17:45:00,102.0,103.0,98.0,88.0,94.0
2025-07-06,17:50:00,101.0,100.0,98.0,97.0,86.0
2025-07-06,17:55:00,103.0,100.0,97.0,99.0,86.0
2025-07-06,18:00:00,103.0,102.0,99.0,97.0,92.0
2025-07-06,18:05:00,102.0,100.0,95.0,76.0,92.0
2025-07-06,18:10:00,102.0,99.0,94.0,82.0,88.0
2025-07-06,18:15:00,102.0,98.0,98.0,92.0,97.0
2025-07-06,18:20:00,100.0,95.0,92.0,0.0,87.0
2025-07-06,18:25:00,104.0,100.0,94.0,102.0,96.0
2025-07-06,18:30:00,102.0,102.0,98.0,94.0,0.0
2025-07-06,18:35:00,102.0,100.0,95.0,97.0,92.0
2025-07-06,18:40:00,100.0,100.0,95.0,95.0,0.0
2025-07-06,18:45:00,100.0,98.0,97.0,86.0,84.0
2025-07-06,18:50:00,100.0,96.0,96.0,98.0,89.0
2025-07-06,18:55:00,98.0,93.0,89.0,89.0,83.0
2025-07-06,19:00:00,99.0,94.0,92.0,80.0,89.0
2025-07-06,19:05:00,97.0,93.0,87.0,94.0,91.0
2025-07-06,19:10:00,98.0,97.0,91.0,92.0,0.0
2025-07-06,19:15:00,97.0,94.0,93.0,89.0,88.0
2025-07-06,19:20:00,98.0,94.0,97.0,92.0,85.0
2025-07-06,19:25:00,98.0,96.0,98.0,95.0,88.0
2025-07-06,19:30:00,100.0,98.0,99.0,95.0,0.0
2025-07-06,19:35:00,98.0,94.0,91.0,94.0,86.0
2025-07-06,19:40:00,99.0,98.0,94.0,0.0,81.0
2025-07-06,19:45:00,100.0,100.0,95.0,89.0,90.0
2025-07-06,19:50:00,97.0,95.0,88.0,88.0,81.0
2025-07-06,19:55:00,98.0,92.0,89.0,87.0,74.0
2025-07-06,20:00:00,97.0,97.0,88.0,88.0,85.0
2025-07-06,20:05:00,98.0,97.0,95.0,91.0,81.0
2025-07-06,20:10:00,99.0,100.0,93.0,98.0,80.0
2025-07-06,20:15:00,98.0,99.0,92.0,88.0,84.0
2025-07-06,20:20:00,98.0,97.0,89.0,79.0,82.0
2025-07-06,20:25:00,96.0,93.0,87.0,86.0,78.0
2025-07-06,20:30:00,103.0,102.0,93.0,96.0,75.0
2025-07-06,20:35:00,102.0,100.0,100.0,96.0,0.0
2025-07-06,20:40:00,104.0,100.0,97.0,95.0,88.0
2025-07-06,20:45:00,102.0,102.0,91.0,93.0,78.0
2025-07-06,20:50:00,100.0,100.0,95.0,90.0,86.0
2025-07-06,20:55:00,102.0,95.0,97.0,91.0,92.0
2025-07-06,21:00:00,98.0,95.0,89.0,81.0,86.0
2025-07-06,21:05:00,100.0,102.0,88.0,95.0,86.0
2025-07-06,21:10:00,103.0,97.0,98.0,94.0,0.0
2025-07-06,21:15:00,98.0,94.0,96.0,83.0,85.0
2025-07-06,21:20:00,100.0,95.0,97.0,0.0,0.0
2025-07-06,21:25:00,102.0,102.0,99.0,92.0,0.0
2025-07-06,21:30:00,103.0,98.0,95.0,93.0,0.0
2025-07-06,21:35:00,100.0,102.0,0.0,80.0,91.0
2025-07-06,21:40:00,103.0,103.0,91.0,90.0,94.0
2025-07-06,21:45:00,103.0,99.0,97.0,91.0,88.0
2025-07-06,21:50:00,100.0,94.0,94.0,77.0,89.0
2025-07-06,21:55:00,100.0,100.0,98.0,69.0,88.0
2025-07-06,22:00:00,103.0,101.0,95.0,90.0,92.0
2025-07-06,22:05:00,103.0,97.0,97.0,94.0,93.0
2025-07-06,22:10:00,103.0,102.0,93.0,98.0,93.0
2025-07-06,22:15:00,104.0,99.0,98.0,86.0,86.0
2025-07-06,22:20:00,104.0,100.0,94.0,102.0,91.0
2025-07-06,22:25:00,104.0,103.0,95.0,103.0,91.0
2025-07-06,22:30:00,103.0,103.0,89.0,97.0,0.0
2025-07-06,22:35:00,107.0,102.0,99.0,0.0,89.0
2025-07-06,22:40:00,103.0,102.0,93.0,92.0,92.0
2025-07-06,22:45:00,103.0,95.0,97.0,88.0,95.0
2025-07-06,22:50:00,104.0,100.0,94.0,86.0,85.0
2025-07-06,22:55:00,105.0,104.0,96.0,0.0,92.0
2025-07-06,23:00:00,103.0,94.0,100.0,107.0,89.0
2025-07-06,23:05:00,108.0,106.0,98.0,92.0,91.0
2025-07-06,23:10:00,106.0,103.0,98.0,86.0,91.0
2025-07-06,23:15:00,106.0,100.0,95.0,106.0,93.0
2025-07-06,23:20:00,104.0,108.0,103.0,82.0,86.0
2025-07-06,23:25:00,104.0,104.0,98.0,0.0,94.0
2025-07-06,23:30:00,105.0,98.0,101.0,81.0,85.0
2025-07-06,23:35:00,106.0,100.0,100.0,97.0,91.0
2025-07-06,23:40:00,105.0,95.0,100.0,69.0,98.0
2025-07-06,23:45:00,104.0,102.0,100.0,93.0,94.0
2025-07-06,23:50:00,107.0,100.0,100.0,95.0,91.0
2025-07-06,23:55:00,104.0,106.0,102.0,93.0,91.0
